ID_Pesanan,Tanggal_Pemesanan,ID_Produk,Nama_Produk,Kategori,Bahan_Material,Warna_Finishing,Merek_Siri,Berat_Gram,Dimensi_Cm,Stok,Harga_Rupiah,Quantity
ORD-51224,2025-05-22,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,187.5,12.3,26,47000,8
ORD-51224,2025-05-22,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,72.1,7.9,86,28000,4
ORD-51225,2025-05-23,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Maison Le Forge,222.4,9.7,49,47000,8
ORD-51225,2025-05-23,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Modern Hardware,100.6,8.5,49,19000,6
ORD-51225,2025-05-23,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Atmobrass Jaya,113.1,9.3,110,19000,5
ORD-51226,2025-05-23,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Atmobrass Jaya,310.8,9.0,57,97000,4
ORD-51227,2025-05-24,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,85.4,13.6,132,57000,10
ORD-51228,2025-05-25,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Atmobrass Jaya,56.1,7.4,186,19000,10
ORD-51229,2025-05-25,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,100.3,5.1,41,48000,2
ORD-51231,2025-05-26,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,196.8,10.8,135,36000,8
ORD-51232,2025-05-27,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,174.1,8.2,91,210000,1
ORD-51233,2025-05-27,HW-003,Engsel Jahit,Engsel,Besi,Hitam Matte,Atmobrass Jaya,257.9,12.9,35,32000,4
ORD-51234,2025-05-30,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,166.0,9.7,135,47000,3
ORD-51234,2025-05-30,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Atmobrass Jaya,208.0,13.5,26,47000,6
ORD-51234,2025-05-30,HW-003,Engsel Jahit,Engsel,Besi,Emas Matte,Atmobrass Jaya,181.5,7.4,85,32000,7
ORD-51236,2025-05-31,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Modern Hardware,262.6,14.4,38,47000,7
ORD-51240,2025-06-06,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Matte,Atmobrass Jaya,143.3,9.1,46,19000,8
ORD-51242,2025-06-09,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,157.8,7.3,52,36000,9
ORD-51243,2025-06-11,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,121.4,7.8,107,28000,4
ORD-51244,2025-06-12,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Maison Le Forge,94.4,12.3,140,36000,8
ORD-51244,2025-06-12,HW-003,Engsel Jahit,Engsel,Besi,Emas Berkilat,Atmobrass Jaya,218.3,12.9,24,32000,5
ORD-51244,2025-06-12,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Heritage Series,108.2,9.6,164,25000,5
ORD-51245,2025-06-13,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,141.4,5.5,188,28000,9
ORD-51245,2025-06-13,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,133.7,8.7,73,90000,8
ORD-51245,2025-06-13,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,252.4,14.2,112,90000,7
ORD-51247,2025-06-15,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,257.9,8.3,32,210000,4
ORD-51248,2025-06-16,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,235.2,10.5,165,36000,2
ORD-51250,2025-06-17,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,163.1,8.1,160,57000,3
ORD-51251,2025-06-21,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,385.2,12.3,129,97000,8
ORD-51251,2025-06-21,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,232.9,8.2,45,210000,2
ORD-51254,2025-06-23,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,77.4,6.0,198,28000,8
ORD-51254,2025-06-23,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Modern Hardware,217.8,12.6,150,47000,1
ORD-51255,2025-06-23,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,100.6,8.3,173,47000,5
ORD-51257,2025-06-29,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,82.1,10.5,153,36000,6
ORD-51261,2025-07-06,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,209.4,7.8,98,210000,6
ORD-51262,2025-07-06,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,268.9,7.9,57,210000,7
ORD-51263,2025-07-07,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,241.4,11.4,94,90000,9
ORD-51265,2025-07-08,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Modern Hardware,142.6,5.5,127,25000,9
ORD-51265,2025-07-08,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,123.5,7.2,71,25000,4
ORD-51266,2025-07-09,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Modern Hardware,164.9,13.1,109,210000,10
ORD-51267,2025-07-09,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,265.5,9.1,119,47000,3
ORD-51269,2025-07-12,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,126.8,8.3,118,57000,6
ORD-51270,2025-07-12,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Matte,Maison Le Forge,46.0,9.4,42,28000,9
ORD-51272,2025-07-20,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,115.3,14.5,175,90000,8
ORD-51273,2025-07-21,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,56.1,10.0,51,25000,6
ORD-51274,2025-07-21,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,32.7,9.6,115,48000,10
ORD-51275,2025-07-21,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,268.2,9.3,71,90000,8
ORD-51276,2025-07-22,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,89.5,5.2,82,25000,1
ORD-51280,2025-07-29,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Modern Hardware,222.2,13.9,199,57000,2
ORD-51282,2025-08-01,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,265.9,14.4,187,210000,1
ORD-51285,2025-08-02,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,403.6,10.3,165,97000,4
ORD-51287,2025-08-03,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,28.7,9.3,10,19000,7
ORD-51287,2025-08-03,HW-003,Engsel Jahit,Engsel,Besi,Emas Matte,Atmobrass Jaya,253.9,8.1,100,32000,8
ORD-51288,2025-08-06,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,87.5,13.0,22,210000,9
ORD-51289,2025-08-07,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Atmobrass Jaya,301.3,9.8,131,97000,4
ORD-51290,2025-08-08,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,103.1,12.9,163,90000,3
ORD-51290,2025-08-08,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,221.1,10.9,149,210000,8
ORD-51291,2025-08-08,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,105.6,7.5,172,57000,4
ORD-51293,2025-08-10,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,266.6,7.7,153,210000,6
ORD-51294,2025-08-11,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Atmobrass Jaya,64.3,8.0,123,19000,5
ORD-51295,2025-08-14,HW-003,Engsel Jahit,Engsel,Besi,Coklat Gelap,Atmobrass Jaya,143.8,9.3,161,32000,5
ORD-51296,2025-08-16,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,139.4,9.8,158,28000,4
ORD-51296,2025-08-16,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Modern Hardware,224.6,12.0,59,57000,1
ORD-51299,2025-08-23,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,270.3,11.5,63,47000,6
ORD-51300,2025-08-23,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Maison Le Forge,127.9,9.5,99,25000,7
ORD-51301,2025-08-25,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Atmobrass Jaya,50.9,8.9,33,19000,6
ORD-51301,2025-08-25,HW-003,Engsel Jahit,Engsel,Besi,Coklat Gelap,Heritage Series,135.0,7.8,71,32000,8
ORD-51303,2025-08-29,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,202.8,13.3,45,57000,3
ORD-51304,2025-08-29,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,127.1,4.3,182,48000,4
ORD-51305,2025-08-30,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Atmobrass Jaya,331.1,13.7,175,34000,8
ORD-51306,2025-08-31,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,279.4,9.3,77,57000,8
ORD-51307,2025-09-01,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Heritage Series,224.6,9.2,28,57000,6
ORD-51307,2025-09-01,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,106.9,7.8,120,57000,10
ORD-51309,2025-09-02,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,148.9,13.9,182,57000,9
ORD-51310,2025-09-02,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,45.7,9.7,96,28000,3
ORD-51311,2025-09-02,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,136.8,8.1,73,47000,10
ORD-51312,2025-09-04,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,91.1,4.4,27,48000,3
ORD-51312,2025-09-04,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,249.0,8.5,153,210000,9
ORD-51313,2025-09-04,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,121.4,11.0,73,36000,9
ORD-51313,2025-09-04,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,245.4,11.4,105,57000,4
ORD-51314,2025-09-05,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,57.0,6.4,126,28000,9
ORD-51317,2025-09-08,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Heritage Series,63.8,7.4,69,25000,4
ORD-51318,2025-09-08,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,249.3,14.1,177,36000,8
ORD-51319,2025-09-09,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,28.5,5.2,83,48000,1
ORD-51322,2025-09-14,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,249.0,13.4,99,47000,5
ORD-51323,2025-09-14,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,64.6,5.9,106,19000,9
ORD-51323,2025-09-14,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Maison Le Forge,50.1,6.6,22,48000,4
ORD-51324,2025-09-17,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,225.7,12.6,142,57000,6
ORD-51324,2025-09-17,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Heritage Series,241.5,11.3,45,47000,2
ORD-51324,2025-09-17,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,94.7,11.4,178,47000,9
ORD-51325,2025-09-19,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,141.0,7.2,165,48000,9
ORD-51326,2025-09-19,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,235.5,12.1,50,210000,3
ORD-51326,2025-09-19,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Modern Hardware,115.0,7.3,156,25000,7
ORD-51326,2025-09-19,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Heritage Series,414.6,10.5,151,97000,2
ORD-51326,2025-09-19,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,264.6,10.9,36,47000,1
ORD-51327,2025-09-20,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,77.5,4.1,71,48000,5
ORD-51329,2025-09-23,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,246.2,9.6,28,90000,3
ORD-51329,2025-09-23,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,118.4,13.5,164,47000,5
ORD-51330,2025-09-23,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Atmobrass Jaya,238.3,9.6,40,34000,9
ORD-51332,2025-09-24,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Matte,Atmobrass Jaya,104.9,5.3,20,19000,3
ORD-51332,2025-09-24,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,114.5,9.0,60,48000,1
ORD-51333,2025-09-25,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,174.4,8.4,43,90000,2
ORD-51334,2025-09-26,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Atmobrass Jaya,497.1,13.7,49,34000,1
ORD-51335,2025-09-26,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,120.5,6.9,128,25000,8
ORD-51336,2025-09-27,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,24.7,9.8,105,19000,6
ORD-51336,2025-09-27,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,56.7,4.6,16,48000,9
ORD-51339,2025-09-29,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,263.2,13.4,133,210000,5
ORD-51340,2025-09-29,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Maison Le Forge,129.0,7.3,79,28000,6
ORD-51340,2025-09-29,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,55.9,9.3,128,28000,3
ORD-51341,2025-10-02,HW-003,Engsel Jahit,Engsel,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,92.4,14.0,73,32000,4
ORD-51341,2025-10-02,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,178.3,7.8,153,47000,7
ORD-51341,2025-10-02,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Heritage Series,124.9,8.9,191,19000,7
ORD-51342,2025-10-02,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,136.8,9.3,53,25000,6
ORD-51343,2025-10-02,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,20.9,5.9,147,28000,6
ORD-51344,2025-10-04,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,180.9,8.4,59,57000,2
ORD-51348,2025-10-10,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,232.1,8.1,93,57000,6
ORD-51348,2025-10-10,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,102.0,4.1,130,48000,7
ORD-51349,2025-10-12,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,141.0,6.2,95,48000,9
ORD-51350,2025-10-12,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,111.8,9.2,109,28000,1
ORD-51350,2025-10-12,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Atmobrass Jaya,410.9,12.4,85,34000,2
ORD-51352,2025-10-18,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,45.6,8.2,116,28000,8
ORD-51353,2025-10-18,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Berkilat (Chrome),Atmobrass Jaya,235.4,12.2,196,34000,1
ORD-51357,2025-10-23,HW-003,Engsel Jahit,Engsel,Besi,Emas Matte,Atmobrass Jaya,235.3,14.9,108,32000,4
ORD-51359,2025-10-25,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,77.1,4.1,132,25000,1
ORD-51360,2025-10-26,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,91.6,8.9,149,210000,4
ORD-51361,2025-10-27,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,173.9,7.5,132,36000,10
ORD-51362,2025-10-29,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,139.8,12.2,180,47000,7
ORD-51363,2025-10-30,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,291.8,13.9,109,47000,1
ORD-51363,2025-10-30,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,334.9,8.8,46,97000,5
ORD-51365,2025-11-01,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Matte,Heritage Series,106.3,9.6,93,19000,9
ORD-51367,2025-11-09,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,191.4,11.4,46,36000,9
ORD-51367,2025-11-09,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Modern Hardware,97.8,9.3,13,25000,1
ORD-51368,2025-11-10,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,415.0,8.8,162,97000,5
ORD-51368,2025-11-10,HW-003,Engsel Jahit,Engsel,Besi,Coklat Gelap,Atmobrass Jaya,246.1,13.0,111,32000,8
ORD-51369,2025-11-11,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Atmobrass Jaya,438.9,11.8,112,34000,3
ORD-51370,2025-11-15,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,201.7,9.9,144,210000,7
ORD-51373,2025-11-18,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,256.6,13.0,67,210000,7
ORD-51374,2025-11-18,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,25.7,4.5,33,25000,8
ORD-51374,2025-11-18,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,497.8,12.2,69,97000,3
ORD-51374,2025-11-18,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,113.5,5.2,191,19000,1
ORD-51375,2025-11-18,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,281.5,11.5,75,57000,8
ORD-51375,2025-11-18,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,182.9,8.6,43,36000,8
ORD-51376,2025-11-20,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,415.7,9.9,16,97000,1
ORD-51376,2025-11-20,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,104.5,9.5,137,36000,10
ORD-51377,2025-11-20,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,55.1,8.6,27,25000,7
ORD-51377,2025-11-20,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,226.5,12.2,127,57000,10
ORD-51378,2025-11-21,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,437.3,12.0,13,97000,9
ORD-51378,2025-11-21,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Maison Le Forge,124.3,6.0,195,25000,7
ORD-51379,2025-11-22,HW-003,Engsel Jahit,Engsel,Besi,Emas Matte,Modern Hardware,144.6,8.7,41,32000,1
ORD-51379,2025-11-22,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,465.3,10.6,85,97000,4
ORD-51380,2025-11-27,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,115.3,7.4,150,36000,2
ORD-51381,2025-11-27,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,98.7,7.0,21,47000,4
ORD-51383,2025-11-29,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Atmobrass Jaya,224.3,7.8,66,47000,5
ORD-51383,2025-11-29,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,140.9,10.2,158,57000,3
ORD-51384,2025-11-30,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,143.4,10.0,175,28000,1
ORD-51384,2025-11-30,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Saten,Atmobrass Jaya,439.7,12.1,23,34000,8
ORD-51384,2025-11-30,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,101.2,4.8,105,48000,4
ORD-51385,2025-12-01,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Maison Le Forge,132.5,5.1,128,48000,10
ORD-51386,2025-12-01,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,126.0,13.3,97,47000,9
ORD-51387,2025-12-02,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Maison Le Forge,331.7,8.7,148,34000,7
ORD-51387,2025-12-02,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,75.0,5.8,136,48000,9
ORD-51387,2025-12-02,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Modern Hardware,367.9,11.8,19,34000,2
ORD-51389,2025-12-04,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Berkilat (Chrome),Atmobrass Jaya,394.3,9.5,124,34000,2
ORD-51392,2025-12-06,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,60.5,10.0,161,48000,9
ORD-51393,2025-12-07,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,50.6,8.8,76,48000,3
ORD-51395,2025-12-08,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Atmobrass Jaya,308.1,12.9,85,97000,5
ORD-51395,2025-12-08,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Hitam Matte,Modern Hardware,148.5,14.0,73,47000,2
ORD-51396,2025-12-09,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Maison Le Forge,114.1,8.5,83,48000,2
ORD-51398,2025-12-11,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,118.3,5.9,199,19000,3
ORD-51399,2025-12-12,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,431.4,12.7,136,97000,7
